title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
Ethiopia Faysel Abdosh,Utopian Coffee,"Chericho, Sidamo growing region, Ethiopia",94,$20.00/12 ounces,January 2025,9,9,9,9,8,"Blind Assessment: Richly sweet-tart, chocolaty and floral. Dried mulberry, dark chocolate, finger lime, amber, bay leaf in aroma and cup. Winy acidity; very syrupy, viscous mouthfeel. Finish centers around notes of dried mulberry and dark chocolate. Notes: Produced by Faysel Abdosh Kera, from trees of 74110 and 74158 varieties of Arabica, and processed by the natural method (dried in the whole fruit). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: A playful, enigmatic Ethiopia natural with complex fruit, rich chocolate, sweet citrus and herb notes that harmonize to compelling effect. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/ethiopia-faysel-abdosh/
Ethiopia More Floral White Honey,Kafe Coffee Roastery,"Guji Zone, Oromia Region, southern Ethiopia",93,NT $149/100 grams,January 2025,9,9,8,9,8,"Blind Assessment: Richly floral-toned, balanced. Narcissus, lavender, rice candy, cocoa nib, tangerine in aroma and cup. Gently bright, citrusy acidity; crisp, silky mouthfeel. Cocoa-toned, predominantly floral finish. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the white honey method, in which a small amount of fruit flesh is left on the beans during the drying process. Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information. Bottom Line: As its name suggests, this is an exceptionally floral Ethiopia white honey centered around notes of narcissus and lavender, with support from delicate cocoa nib and citrus. Explore Similar Coffees: Click here for more reviews from Kafe Coffee Roastery",https://www.coffeereview.com/review/ethiopia-more-floral-white-honey/
Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey,Dou Zhai Coffee & Roastery,"Sidamo growing Region, southern Ethiopia",93,$NT $440/8 ounces,January 2025,9,8,9,9,8,"Blind Assessment: Richly sweet, with complex aromatics. Dried apricot, dark chocolate, lilac, pink grapefruit, amber in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy mouthfeel. Delicate finish leads with chocolate and apricot notes supported by amber. Notes: Produced by smallholding farmers, entirely of local landrace varieties of Arabica, and processed by the yellow honey method, in which a small amount of fruit flesh is left on the beans during the drying process. Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: A nuanced, perfumed Ethiopia yellow honey with a pretty, lilac-like throughline supported by resiny undertones. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/ethiopia-sidamo-arbegona-oloroso-station-74158-top-grade-1-yellow-honey/
Kenya Kii,Chuck's Roast,"Kirinyaga County, Kenya",94,$26.00/250 grams,January 2025,9,9,9,9,8,"Blind Assessment: Richly sweet-savory, sweetly herbaceous. Red currant, cocoa nib, lemon verbena, pink grapefruit, sugarcane in aroma and cup. Energetic, sparkling acidity; satiny-smooth mouthfeel. Cocoa-driven finish with undertones of red currant and lemon verbena. Notes: Produced by 80 smallholding members of the Rungeto Faremers Cooperative Society, from trees of the SL28, SL34, Batian and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Chuck’s Roast was founded by Chuck Patton, founder of Bird Rock Coffee Roasters, to bring rare, often elusive coffees to discerning coffee lovers. Visit www.chuckroastscoffee.com for more information. Bottom Line: A classic Kenya cup with sweet currant, herb and cocoa nib throughlines — especially vibrant, phosphoric acidity. Explore Similar Coffees: Click here for more reviews from Chuck's Roast",https://www.coffeereview.com/review/kenya-kii-2/
LATEST REVIEWS,Bargain Cafe,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/5/
DRC Mukwinja,Utopian Coffee,"Kalehe, South Kivu growing region, Democratic Republic of Congo",92,$19.00/12 ounces,January 2025,8,8,8,9,9,"Blind Assessment: Crisply sweet-savory, gently herbaceous. Baking chocolate, hop flowers, lemon balm, spearmint, red apple in aroma and cup. Gently bright, balanced acidity; velvety-smooth mouthfeel. Resonant, long, flavor-saturated finish. Notes: Produced by smallholding farmers, entirely of the Bourbon variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying) at the Mukwinja Washing Station. Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: This savory-leaning DRC with sweet undertones is a nice complement to buttery-sweet desserts with its bittersweet floral, chocolaty and fresh herb impulses. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/drc-mukwinja/
LATEST REVIEWS,Victrola Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/2/
LATEST REVIEWS,Heat Coffee,N/A,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/6/
Panama Geisha Vuelta DRD Natural Lot GN-01,Paradise Roasters,"Boquete growing region, western Panama",97,$400.00/20 grams,January 2025,10,9,9,10,9,"Blind Assessment: Layered, subtle, profoundly sweet. Jujube, allspice, pistachio, candied violet, dragonfruit in aroma and cup. High-toned, malic (apple-like) acidity; delicately silky mouthfeel. Crisp, satisfying, flavor-saturated finish. Notes: Produced by the Lamustus Family of Elida Estate, entirely of the Green-Tip Geisha variety of Arabica, and processed by the natural method, specifically DRD (dark-room-dried). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 808-498-4048 for more information. Bottom Line: An aromatically invigorating coffee that delivers on the palate with a complex medley of floral, fruit, nut and spice tones — elegant, addictive, satiating. Explore Similar Coffees: Click here for more reviews from Paradise Roasters",https://www.coffeereview.com/review/panama-geisha-vuelta-drd-natural-lot-gn-01/
Kenya Starry Night’s Fruitful Serenity,Bargain Cafe,"Kiambu County, Kenya",93,NT $350/200 grams,January 2025,9,9,8,9,8,"Blind Assessment: Cocoa-toned, richly sweet. Red plum, cocoa nib, agave syrup, freesia, cedar in aroma and cup. Juicy-bright acidity; crisp, silky mouthfeel. Resonant finish consolidates to notes of cocoa nib and red plum. Notes: Produced by smallholding farmers, from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information. Bottom Line: Sweet and rich, this Kenya offers cocoa, spice-toned florals and distinct stone fruit front and center. Explore Similar Coffees: Click here for more reviews from Bargain Cafe",https://www.coffeereview.com/review/kenya-starry-nights-fruitful-serenity/
Colombia Hacienda La Pradera Mokka,SkyTop Coffee,"Santander Department, Colombia",94,$42.00/12 ounces,January 2025,9,9,9,9,8,"Blind Assessment: Sweetly spice-toned, crisply chocolaty. Clove, Meyer lemon zest, magnolia, baking chocolate, agave syrup in aroma and cup. Bright, juicy acidity; plush, satiny mouthfeel. Finish consolidates to notes of baking chocolate and clove. Notes: Produced by Oscar Daza of Hacienda La Pradera, entirely of the Mokka variety of Arabica, and processed by the natural method (dried in the whole fruit). USDA Organic and Rainforest Alliance-certified. SkyTop Coffee is a USDA-certified organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com. Bottom Line: This rare variety of Arabica, Mokka, displays crisp chocolate and sweet spice tones throughout its understated but enticing profile, which is complex and balanced. Explore Similar Coffees: Click here for more reviews from SkyTop Coffee",https://www.coffeereview.com/review/colombia-hacienda-la-pradera-mokka/
LATEST REVIEWS,Starbucks Coffee,N/A,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/3/
Ethiopia Nano Genji Lot #8,SkyTop Coffee,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",94,$22.00/12 ounces,January 2025,9,9,9,9,8,"Blind Assessment: Rich-toned, tropical-leaning. Ginger blossom, cocoa nib, bergamot, amber, maple syrup in aroma and cup. Juicy-tart, citrusy acidity; vibrant, silky-smooth mouthfeel. Citrusy-sweet, cocoa-toned finish. Notes: Produced by the Nano Genji cooperative in Ethiopia’s Jimma Zone, from trees of local landrace varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). SkyTop Coffee is a USDA-certified organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com. Bottom Line: This aromatically generous washed Ethiopia is richly bittersweet, multi-layered and very floral — think bergamot meets cocoa nib in a tropical rainforest. Explore Similar Coffees: Click here for more reviews from SkyTop Coffee",https://www.coffeereview.com/review/ethiopia-nano-genji-lot-8/
Kenya Baragwi Guama,Utopian Coffee,"Guama Village, Kirinyaga County, Kenya",94,$22.00/12 ounces,January 2025,9,9,8,9,9,"Blind Assessment: Juicy-bright, tart-leaning. Pomegranate, dried pineapple, dark chocolate, marjoram, cedar in aroma and cup. Malic (apple-like) acidity; crisp, lightly satiny mouthfeel. Invitingly long, richly aromatic finish. Notes: Produced by smallholding members of the Baragwi Farmers Cooperative Society, from trees of the SL34, SL28, Batian and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: A powerhouse Kenya, classic in its tart fruit and sweet herb profile, complicated by rich dark chocolate throughout. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/kenya-baragwi-guama/
Ethiopia Washed Sidama Bura Karamo 74158,Kakalove Cafe,"Sidamo growing region, southern Ethiopia",95,NT $320/8 ounces,January 2025,9,9,8,10,9,"Blind Assessment: Elegantly sweet, spice-toned. Bergamot, cocoa nib, star anise, apricot, narcissus in aroma and cup. Sparkling acidity; crisp, silky mouthfeel. Exceptionally long, cohesive, complex finish. Notes: Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. Bottom Line: Striking bergamot and anise notes support stone fruit and spicy florals in this bang-on washed Ethiopia cup. Explore Similar Coffees: Click here for more reviews from Kakalove Cafe",https://www.coffeereview.com/review/ethiopia-washed-sidama-bura-karamo-74158/
La Piragua Pink Bourbon Colombia,JBC Coffee Roasters,"Palestina, Huila Department, Colombia",94,$22.00/12 ounces,January 2025,9,9,9,9,8,"Blind Assessment: Bright, sweet, high-toned. Guava, baking chocolate, pink grapefruit, macadamia, coconut in aroma and cup. Sparkling acidity; vibrant, satiny mouthfeel. Finish consolidates to notes of baking chocolate and pink grapefruit. Notes: Produced by Alexander Vargas, entirely of the Pink Bourbon variety of Arabica, and processed by the anaerobic washed method, in which, after skin and pulp removal, fermentation takes place in a hermetically sealed vessel before the beans are washed and dried. JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: This single-variety (Pink Bourbon), single-lot, single-farmer (Alexander Vargas) Colombia is focused and juicy-bright, with richly tart fruit notes grounded by deep baking chocolate. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/la-piragua-pink-bourbon-colombia/
